date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:58:19	3431/3431	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Oct%202019%2015:56:07%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/img/logo1.png	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/img/logo1.png	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:19	77445/77445	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:20%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index3.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index3.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:19	94492/94492	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:20%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index4.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index4.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:19	72139/72139	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:20%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index5.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index5.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:20	105515/105515	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:21%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-student.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-student.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:20	32944/32944	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:21%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/student-details.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/student-details.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:20	36291/36291	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:21%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/admit-form.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/admit-form.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:20	31433/31433	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:22%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/student-promotion.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/student-promotion.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:21	75675/75675	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:22%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-teacher.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-teacher.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:21	32648/32648	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:22%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/teacher-details.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/teacher-details.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
